posteam,season,week,off_yards_per_play,off_yards_per_pass_attempt,def_yards_per_play_allowed,def_yards_per_pass_allowed
TEN,2022,3,6.8490567,9.0,6.0,6.4693875
TEN,2022,4,5.020408,4.923077,5.7936506,8.02439
TEN,2022,5,3.887097,4.419355,6.7719297,8.255814
TEN,2022,7,4.6545453,5.2727275,4.5625,4.7708335
TEN,2022,8,6.2280703,3.2,3.24,3.6285715
TEN,2022,9,4.893617,3.0,5.445652,6.217949
TEN,2022,10,5.116667,6.7105265,4.361111,5.244898
TEN,2022,11,6.7377048,10.0,4.55,5.292683
TEN,2022,12,6.142857,7.8378377,6.096774,7.1904764
TEN,2022,13,3.9433963,4.457143,6.761194,8.976745
TEN,2022,14,5.8095236,5.4444447,6.402985,8.522727
TEN,2022,15,5.089286,5.1875,5.447761,6.7674417
TEN,2022,16,4.6896553,3.5714285,4.5396824,6.2222223
TEN,2022,17,4.876923,5.404762,4.8783784,6.4772725
TEN,2022,18,4.3333335,5.1714287,5.022222,6.151515
TEN,2023,1,4.8305087,4.65,5.709677,7.605263
TEN,2023,2,5.4126983,6.8965516,5.212121,6.288889
TEN,2023,3,2.088889,2.2666667,5.0895524,7.216216
TEN,2023,4,6.5737705,7.677419,4.24,4.0285716
TEN,2023,5,6.232143,7.5555553,7.1666665,8.5
TEN,2023,6,5.0652175,4.0333333,5.231884,6.6486487
TEN,2023,8,5.90625,7.21875,5.276923,5.116279
TEN,2023,9,5.074627,5.5,5.5423727,5.3333335
TEN,2023,10,3.542373,3.8837209,5.6833334,8.058824
TEN,2023,11,6.5833335,7.35,5.637681,7.857143
TEN,2023,12,5.4489794,6.571429,3.8507462,4.868421
TEN,2023,13,4.775,5.25,5.279412,6.375
TEN,2023,14,5.970588,8.047619,5.304348,5.4390244
TEN,2023,15,3.2380953,4.5,4.7222223,4.8
TEN,2023,16,4.5555553,4.7647057,4.6271186,5.425
TEN,2023,17,3.528302,4.1875,5.114754,6.029412
TEN,2023,18,6.3461537,5.2413793,5.4848485,6.4444447
TEN,2024,1,4.0,3.2894738,2.9230769,2.4117646
TEN,2024,2,5.0,5.885714,4.836364,5.030303
TEN,2024,3,4.4716983,4.8863635,6.40678,8.88
TEN,2024,4,4.0,4.7727275,3.3454545,3.6666667
TEN,2024,6,4.3818183,3.6666667,4.0757575,4.8717947
TEN,2024,7,4.378788,4.837209,7.203704,9.2
TEN,2024,8,5.8591547,6.785714,4.787234,2.652174
TEN,2024,9,5.479452,6.9166665,4.609375,5.490196
TEN,2024,10,5.6666665,5.4848485,5.6545453,8.391304
TEN,2024,11,5.3454547,7.1842103,4.8333335,6.756757
TEN,2024,12,5.796875,7.0285716,4.814815,5.95
TEN,2024,13,4.8039217,5.25,6.105263,5.8157897
TEN,2024,14,4.387097,4.2941175,5.140351,6.617647
TEN,2024,15,5.84375,7.769231,5.873016,7.2702703
TEN,2024,16,5.37931,6.675676,7.387097,9.571428
TEN,2024,17,5.265625,5.263158,5.285714,7.269231
TEN,2024,18,5.180328,7.870968,6.5789475,5.866667
TEN,2025,1,2.418182,1.8235294,4.6231885,4.2093024
TEN,2025,2,3.9375,3.6585367,7.8070173,8.529411
TEN,2025,3,4.3384614,4.6222224,7.36,9.148149
TEN,2025,4,3.8888888,3.9655173,5.348485,7.0
TEN,2025,5,5.491803,5.9761906,5.625,5.5945945
TEN,2025,6,3.8793104,3.7209303,4.240741,6.32
TEN,2025,7,5.0,5.5384617,6.274194,7.611111
TEN,2025,8,5.1666665,5.595238,8.076923,7.4
TEN,2025,9,4.681818,4.769231,5.375,6.6410255
WAS,2022,1,5.710145,6.8297873,6.0793653,5.7826085
WAS,2022,2,5.3783784,6.0545454,7.237288,6.324324
WAS,2022,3,3.2,3.125,6.1060605,8.317073
WAS,2022,4,4.183099,3.5555556,4.894737,7.6896553
WAS,2022,5,6.7719297,8.255814,3.887097,4.419355
WAS,2022,6,3.9629629,3.3076923,5.6666665,5.714286
WAS,2022,7,5.0555553,5.8,5.0434785,5.7058825
WAS,2022,8,5.9344263,7.736842,6.1320753,7.214286
WAS,2022,9,4.4,4.2352943,4.6307693,5.6976743
WAS,2022,10,4.337662,5.903226,5.617021,6.107143
WAS,2022,11,5.1343284,6.964286,2.8113208,3.375
WAS,2022,12,5.338983,6.0,6.0363636,6.3461537
WAS,2022,13,5.0864196,5.382979,5.112903,6.0789475
WAS,2022,15,6.672414,7.181818,4.9322033,5.2647057
WAS,2022,16,4.9857144,7.2972975,7.27451,8.615385
WAS,2022,17,3.8235295,4.0,6.08,6.52
WAS,2022,18,5.0,7.4,2.7575758,3.0952382
WAS,2023,1,3.8153846,4.282051,3.6206896,3.4545455
WAS,2023,2,5.8208957,6.2,6.435484,7.5
WAS,2023,3,4.509804,3.6666667,6.15873,7.542857
WAS,2023,4,4.9324327,5.72549,6.132353,7.75
WAS,2023,5,5.7352943,6.196721,7.046875,8.545455
WAS,2023,6,4.0625,4.206897,5.088608,6.1568627
WAS,2023,7,4.074627,4.244898,5.806452,7.2222223
WAS,2023,8,6.8405795,7.2181816,6.25,7.8536587
WAS,2023,9,5.6973686,6.627451,5.306452,4.8913045
WAS,2023,10,5.836066,6.12766,6.6986303,7.9583335
WAS,2023,11,5.246753,5.0961537,5.4074073,5.7777777
WAS,2023,12,5.0133333,5.714286,8.490196,10.088235
WAS,2023,13,4.490909,4.3,6.881356,11.32
WAS,2023,15,5.12069,6.0731707,6.0405407,6.783784
WAS,2023,16,4.224138,4.135135,4.4823527,4.5686274
WAS,2023,17,5.2325583,5.62069,6.212121,7.6
WAS,2023,18,3.7708333,4.060606,6.3768115,7.725
WAS,2024,1,5.375,7.0,6.677966,8.8529415
WAS,2024,2,6.373134,6.394737,5.735849,5.65625
WAS,2024,3,6.509091,9.033334,7.147541,7.5238094
WAS,2024,4,6.632353,7.1621623,5.1034484,4.3703704
WAS,2024,5,6.6769233,7.9444447,3.5932202,3.128205
WAS,2024,6,5.446429,6.547619,7.714286,10.433333
WAS,2024,7,6.9508195,8.0,4.3095236,4.2380953
WAS,2024,8,6.6805553,7.847826,5.0655737,4.121212
WAS,2024,9,6.3157897,9.52,5.344262,5.580645
WAS,2024,10,4.101695,4.918919,4.375,5.3939395
WAS,2024,11,4.15625,4.7,6.304348,6.647059
WAS,2024,12,6.1791043,6.7906976,5.442623,7.1764708
WAS,2024,13,6.105263,5.8157897,4.8039217,5.25
WAS,2024,15,4.4054055,5.2,4.8039217,5.0833335
WAS,2024,16,5.78125,6.7777777,4.7605634,4.5405407
WAS,2024,17,5.4342103,5.5833335,5.616667,5.631579
WAS,2024,18,5.0,4.5,5.04,6.3783784
WAS,2024,19,5.2985077,7.325,6.4545455,8.869565
WAS,2024,20,6.802817,9.162162,8.015385,7.604651
WAS,2024,21,4.455696,4.8965516,7.1076922,7.483871
WAS,2025,1,7.016129,6.7297297,3.7258065,4.3777776
WAS,2025,2,3.59375,3.8431373,6.655738,8.323529
WAS,2025,3,7.5471697,9.136364,5.5625,7.5142856
WAS,2025,4,5.8039217,5.7,7.180328,11.142858
WAS,2025,5,7.203704,8.580646,5.3492064,5.974359
WAS,2025,6,5.59322,7.4,6.4915257,7.0588236
WAS,2025,7,5.34375,5.925,6.8333335,8.030303
WAS,2025,8,5.0,6.0,6.560606,7.875
